session_id	target_age_group	age_days	weight_g	respiration_bpm	comment	scan_date
ses-1	P28	30	91.3	89.5	n/a	20230906
ses-2	P35	35	117.3	77.1	n/a	20230911
ses-3	P49	50	163.7	101.6	n/a	20230926
ses-4	P70	70	199	62.8	n/a	20231016
ses-5	P91	90	211.8	63.5	n/a	20231105
